data,ano,mes,dia_semana,volume,faturamento_total,distancia_media
2021-12-31,2021,12,Friday,26,330.0,3.51
2022-01-01,2022,1,Saturday,63284,921575.09,6.98
2022-01-02,2022,1,Sunday,58616,931369.06,7.56
2022-01-03,2022,1,Monday,73038,1040891.95,9.92
2022-01-04,2022,1,Tuesday,75262,1012652.74,5.67
2022-01-05,2022,1,Wednesday,75372,982397.04,8.44
2022-01-06,2022,1,Thursday,80747,1006373.45,6.56
2022-01-07,2022,1,Friday,72192,1273519.86,5.13
2022-01-08,2022,1,Saturday,83755,1048417.0,3.68
2022-01-09,2022,1,Sunday,64246,877218.3,5.89
2022-01-10,2022,1,Monday,74324,936592.71,7.07
2022-01-11,2022,1,Tuesday,78438,940089.81,8.93
2022-01-12,2022,1,Wednesday,81075,984879.69,4.57
2022-01-13,2022,1,Thursday,85752,1065881.4,5.17
2022-01-14,2022,1,Friday,94651,1193079.47,7.15
2022-01-15,2022,1,Saturday,89221,1085232.16,9.43
2022-01-16,2022,1,Sunday,73065,941261.12,12.98
2022-01-17,2022,1,Monday,63877,885321.91,5.9
2022-01-18,2022,1,Tuesday,85415,1086412.99,6.38
2022-01-19,2022,1,Wednesday,87413,1066402.22,5.54
2022-01-20,2022,1,Thursday,91622,1105409.26,11.04
2022-01-21,2022,1,Friday,101899,1226819.67,6.37
2022-01-22,2022,1,Saturday,96938,1159699.4,4.6
2022-01-23,2022,1,Sunday,77177,1026456.19,4.63
2022-01-24,2022,1,Monday,79366,997189.25,5.98
2022-01-25,2022,1,Tuesday,88104,1066985.04,2.83
2022-01-26,2022,1,Wednesday,97436,1167503.22,5.11
2022-01-27,2022,1,Thursday,100719,1284795.28,7.14
2022-01-28,2022,1,Friday,96624,1272600.75,10.19
2022-01-29,2022,1,Saturday,34086,387621.4,20.42
2022-01-30,2022,1,Sunday,71298,974041.72,11.73
2022-01-31,2022,1,Monday,86565,1190680.04,11.24
2022-02-01,2022,2,Tuesday,93227,1237545.41,9.0
2022-02-02,2022,2,Wednesday,93510,1261948.52,9.67
2022-02-03,2022,2,Thursday,105467,1367698.24,6.34
2022-02-04,2022,2,Friday,111299,1340087.17,11.36
2022-02-05,2022,2,Saturday,117840,1433939.25,10.59
2022-02-06,2022,2,Sunday,88335,1185053.88,9.68
2022-02-07,2022,2,Monday,89604,1192883.1,6.66
2022-02-08,2022,2,Tuesday,103453,1292734.19,7.7
2022-02-09,2022,2,Wednesday,106819,1332524.46,5.75
2022-02-10,2022,2,Thursday,113520,1467058.51,4.23
2022-02-11,2022,2,Friday,118495,1574037.3,5.24
2022-02-12,2022,2,Saturday,120370,1553535.19,6.4
2022-02-13,2022,2,Sunday,93207,1229117.11,5.07
2022-02-14,2022,2,Monday,111392,1435745.59,10.18
2022-02-15,2022,2,Tuesday,111147,1432613.42,9.94
2022-02-16,2022,2,Wednesday,111031,1417844.77,8.27
2022-02-17,2022,2,Thursday,114148,1500024.35,9.73
2022-02-18,2022,2,Friday,117233,1616124.8,9.97
2022-02-19,2022,2,Saturday,114837,1470224.35,7.49
2022-02-20,2022,2,Sunday,95552,1305307.11,8.86
2022-02-21,2022,2,Monday,86226,1255905.92,6.06
2022-02-22,2022,2,Tuesday,102102,1371581.41,9.86
2022-02-23,2022,2,Wednesday,113041,1499778.17,6.82
2022-02-24,2022,2,Thursday,120614,1602352.64,8.03
2022-02-25,2022,2,Friday,118916,1551416.89,7.3
2022-02-26,2022,2,Saturday,123623,1622252.7,7.46
2022-02-27,2022,2,Sunday,100408,1447134.69,11.35
2022-02-28,2022,2,Monday,102937,1433101.02,5.83
2022-03-01,2022,3,Tuesday,114661,1553632.94,4.62
2022-03-02,2022,3,Wednesday,120494,1615451.74,6.93
2022-03-03,2022,3,Thursday,129944,1743896.22,4.74
2022-03-04,2022,3,Friday,129063,1749208.87,11.72
2022-03-05,2022,3,Saturday,120752,1576315.68,4.03
2022-03-06,2022,3,Sunday,95954,1397663.66,11.18
2022-03-07,2022,3,Monday,100267,1401290.52,11.05
2022-03-08,2022,3,Tuesday,117884,1591348.41,6.43
2022-03-09,2022,3,Wednesday,120820,1645744.84,11.49
2022-03-10,2022,3,Thursday,125611,1797488.05,5.36
2022-03-11,2022,3,Friday,130097,1838449.28,8.68
2022-03-12,2022,3,Saturday,121971,1543708.44,7.96
2022-03-13,2022,3,Sunday,100346,1448551.53,5.85
2022-03-14,2022,3,Monday,99106,1441641.47,9.7
2022-03-15,2022,3,Tuesday,112927,1577740.76,8.26
2022-03-16,2022,3,Wednesday,120115,1685010.75,6.08
2022-03-17,2022,3,Thursday,117161,1695398.28,6.28
2022-03-18,2022,3,Friday,128582,1877066.44,6.22
2022-03-19,2022,3,Saturday,120954,1664609.37,8.05
2022-03-20,2022,3,Sunday,100283,1579714.08,6.58
2022-03-21,2022,3,Monday,100795,1477429.43,8.14
2022-03-22,2022,3,Tuesday,113779,1570578.25,5.84
2022-03-23,2022,3,Wednesday,122747,1663549.49,5.04
2022-03-24,2022,3,Thursday,125034,1724985.09,5.63
2022-03-25,2022,3,Friday,124668,1773955.32,8.47
2022-03-26,2022,3,Saturday,127705,1709202.67,8.01
2022-03-27,2022,3,Sunday,107384,1571112.97,6.66
2022-03-28,2022,3,Monday,112818,1581646.79,5.86
2022-03-29,2022,3,Tuesday,124592,1696626.6,5.26
2022-03-30,2022,3,Wednesday,126953,1733135.12,7.64
2022-03-31,2022,3,Thursday,129095,1838012.63,5.7
2022-04-01,2022,4,Friday,136124,1939405.06,5.31
2022-04-02,2022,4,Saturday,128365,1767657.21,6.63
2022-04-03,2022,4,Sunday,104419,1548754.15,7.63
2022-04-04,2022,4,Monday,110121,1582487.88,5.0
2022-04-05,2022,4,Tuesday,122577,1709983.54,6.4
2022-04-06,2022,4,Wednesday,125182,1768170.65,9.3
2022-04-07,2022,4,Thursday,129867,1841378.74,6.19
2022-04-08,2022,4,Friday,131124,1918645.9,4.88
2022-04-09,2022,4,Saturday,128938,1802480.65,9.33
2022-04-10,2022,4,Sunday,110023,1634046.96,7.45
2022-04-11,2022,4,Monday,107811,1578593.4,9.05
2022-04-12,2022,4,Tuesday,118729,1879503.05,8.59
2022-04-13,2022,4,Wednesday,122890,1820751.49,10.73
2022-04-14,2022,4,Thursday,128649,1875399.5,5.31
2022-04-15,2022,4,Friday,122171,1745707.19,7.29
2022-04-16,2022,4,Saturday,115701,1562775.66,8.65
2022-04-17,2022,4,Sunday,96612,1414929.96,8.89
2022-04-18,2022,4,Monday,103751,1502043.23,9.23
2022-04-19,2022,4,Tuesday,119182,1677967.86,4.84
2022-04-20,2022,4,Wednesday,122163,1750629.03,5.52
2022-04-21,2022,4,Thursday,128008,1818625.77,4.86
2022-04-22,2022,4,Friday,128626,1821173.34,8.94
2022-04-23,2022,4,Saturday,125101,1801646.6,6.18
2022-04-24,2022,4,Sunday,104192,1625704.32,8.61
2022-04-25,2022,4,Monday,107008,1575198.09,5.7
2022-04-26,2022,4,Tuesday,120653,1723943.59,8.81
2022-04-27,2022,4,Wednesday,128307,1855814.64,9.24
2022-04-28,2022,4,Thursday,129698,1932821.4,9.06
2022-04-29,2022,4,Friday,129445,1902607.0,10.18
2022-04-30,2022,4,Saturday,128317,1839754.95,6.7
2022-05-01,2022,5,Sunday,100341,1617294.74,6.85
2022-05-02,2022,5,Monday,95477,1439647.56,8.33
2022-05-03,2022,5,Tuesday,120924,1750024.3,6.23
2022-05-04,2022,5,Wednesday,125869,1791738.31,6.79
2022-05-05,2022,5,Thursday,132219,1942179.82,9.32
2022-05-06,2022,5,Friday,128542,1905907.89,7.85
2022-05-07,2022,5,Saturday,118555,1618321.62,7.79
2022-05-08,2022,5,Sunday,103647,1569481.45,7.45
2022-05-09,2022,5,Monday,108019,1608017.58,9.4
2022-05-10,2022,5,Tuesday,121441,1755502.52,8.18
2022-05-11,2022,5,Wednesday,127809,1846130.58,7.85
2022-05-12,2022,5,Thursday,133438,1974207.93,8.34
2022-05-13,2022,5,Friday,130299,1972659.13,8.01
2022-05-14,2022,5,Saturday,126022,1853460.97,10.55
2022-05-15,2022,5,Sunday,106717,1716516.82,8.6
2022-05-16,2022,5,Monday,114127,1728793.45,12.47
2022-05-17,2022,5,Tuesday,123374,1964416.58,13.71
2022-05-18,2022,5,Wednesday,126066,1991719.05,6.77
2022-05-19,2022,5,Thursday,129228,2054682.37,18.54
2022-05-20,2022,5,Friday,124318,1956919.2,10.82
2022-05-21,2022,5,Saturday,124272,1929796.89,7.88
2022-05-22,2022,5,Sunday,101480,1682964.23,10.27
2022-05-23,2022,5,Monday,110651,1730524.14,13.31
2022-05-24,2022,5,Tuesday,120854,1809680.67,10.53
2022-05-25,2022,5,Wednesday,122374,1871384.67,14.29
2022-05-26,2022,5,Thursday,121803,1863757.0,8.09
2022-05-27,2022,5,Friday,110631,1680882.79,5.7
2022-05-28,2022,5,Saturday,98758,1454654.53,9.82
2022-05-29,2022,5,Sunday,91679,1427401.01,7.63
2022-05-30,2022,5,Monday,83228,1340533.76,6.9
2022-05-31,2022,5,Tuesday,113597,1698875.47,8.92
2022-06-01,2022,6,Wednesday,122163,1791511.7,8.87
2022-06-02,2022,6,Thursday,125600,1882522.87,4.51
2022-06-03,2022,6,Friday,124481,1878890.57,10.05
2022-06-04,2022,6,Saturday,121935,1745742.63,7.12
2022-06-05,2022,6,Sunday,101747,1639687.85,10.14
2022-06-06,2022,6,Monday,112221,1686135.16,7.6
2022-06-07,2022,6,Tuesday,127554,1868362.52,9.07
2022-06-08,2022,6,Wednesday,129444,1925809.96,7.75
2022-06-09,2022,6,Thursday,132952,2032019.21,9.93
2022-06-10,2022,6,Friday,128842,1985412.65,7.82
2022-06-11,2022,6,Saturday,121375,2195153.7,7.83
2022-06-12,2022,6,Sunday,98895,1607340.85,11.13
2022-06-13,2022,6,Monday,118512,1785617.98,8.18
2022-06-14,2022,6,Tuesday,125242,1880738.63,7.3
2022-06-15,2022,6,Wednesday,130584,1989066.14,6.08
2022-06-16,2022,6,Thursday,129288,1946355.07,7.6
2022-06-17,2022,6,Friday,125430,1949913.86,11.48
2022-06-18,2022,6,Saturday,115739,1710673.32,8.37
2022-06-19,2022,6,Sunday,98519,1540524.26,6.63
2022-06-20,2022,6,Monday,100527,1551859.85,10.46
2022-06-21,2022,6,Tuesday,121554,1811251.44,9.92
2022-06-22,2022,6,Wednesday,123272,1837289.15,8.92
2022-06-23,2022,6,Thursday,130534,2000111.56,5.92
2022-06-24,2022,6,Friday,124534,1920156.06,9.5
2022-06-25,2022,6,Saturday,119616,1779576.89,7.04
2022-06-26,2022,6,Sunday,92817,1547656.17,8.49
2022-06-27,2022,6,Monday,104792,1608928.83,5.83
2022-06-28,2022,6,Tuesday,114231,1690675.65,9.11
2022-06-29,2022,6,Wednesday,117508,1719268.94,5.97
2022-06-30,2022,6,Thursday,114561,1721161.4,5.88
2022-07-01,2022,7,Friday,101976,1523573.35,6.95
2022-07-02,2022,7,Saturday,86600,1239176.95,7.3
2022-07-03,2022,7,Sunday,74540,1120901.17,4.6
2022-07-04,2022,7,Monday,64842,1039956.53,8.58
2022-07-05,2022,7,Tuesday,94781,1396856.78,6.03
2022-07-06,2022,7,Wednesday,103841,1461875.84,9.47
2022-07-07,2022,7,Thursday,108213,1537837.16,7.24
2022-07-08,2022,7,Friday,104429,1513076.86,8.17
2022-07-09,2022,7,Saturday,96434,1386873.05,6.54
2022-07-10,2022,7,Sunday,85025,1342730.79,5.6
2022-07-11,2022,7,Monday,97651,1454467.28,12.27
2022-07-12,2022,7,Tuesday,113105,1622000.61,3.78
2022-07-13,2022,7,Wednesday,118363,1718708.8,4.08
2022-07-14,2022,7,Thursday,118509,1743009.9,8.67
2022-07-15,2022,7,Friday,111218,1648778.32,9.63
2022-07-16,2022,7,Saturday,107040,1563545.4,8.94
2022-07-17,2022,7,Sunday,90640,1432990.88,5.74
2022-07-18,2022,7,Monday,97658,1459397.94,8.19
2022-07-19,2022,7,Tuesday,115111,1676048.6,8.58
2022-07-20,2022,7,Wednesday,118980,1730120.67,9.88
2022-07-21,2022,7,Thursday,117069,1733678.75,4.35
2022-07-22,2022,7,Friday,109308,1600938.23,10.7
2022-07-23,2022,7,Saturday,103946,1470800.0,8.18
2022-07-24,2022,7,Sunday,90861,1384084.74,9.95
2022-07-25,2022,7,Monday,95724,1406727.43,5.97
2022-07-26,2022,7,Tuesday,110799,1622592.33,7.62
2022-07-27,2022,7,Wednesday,115709,1665908.82,4.27
2022-07-28,2022,7,Thursday,116728,1695145.41,9.47
2022-07-29,2022,7,Friday,110487,1645130.78,9.86
2022-07-30,2022,7,Saturday,102257,1477325.89,7.38
2022-07-31,2022,7,Sunday,87278,1367954.09,5.0
2022-08-01,2022,8,Monday,92473,1391826.54,10.32
2022-08-02,2022,8,Tuesday,108240,1521375.95,5.8
2022-08-03,2022,8,Wednesday,110723,1564013.6,3.59
2022-08-04,2022,8,Thursday,113243,1647138.93,6.94
2022-08-05,2022,8,Friday,108197,1595149.2,7.18
2022-08-06,2022,8,Saturday,105090,1507917.48,6.28
2022-08-07,2022,8,Sunday,86887,1344764.09,4.11
2022-08-08,2022,8,Monday,97733,1432531.96,8.49
2022-08-09,2022,8,Tuesday,112209,1576620.26,8.43
2022-08-10,2022,8,Wednesday,85888,1251340.13,5.72
2022-08-11,2022,8,Thursday,114616,1693251.76,9.45
2022-08-12,2022,8,Friday,108244,1618895.91,3.79
2022-08-13,2022,8,Saturday,100216,1477686.51,7.3
2022-08-14,2022,8,Sunday,85322,1387003.22,4.92
2022-08-15,2022,8,Monday,92566,1400234.2,4.63
2022-08-16,2022,8,Tuesday,104189,1497761.05,4.08
2022-08-17,2022,8,Wednesday,107043,1552335.77,7.06
2022-08-18,2022,8,Thursday,109126,1616293.69,9.11
2022-08-19,2022,8,Friday,104987,1582390.46,7.95
2022-08-20,2022,8,Saturday,100851,1504219.22,10.64
2022-08-21,2022,8,Sunday,85867,1375740.15,6.52
2022-08-22,2022,8,Monday,91416,1360927.53,6.69
2022-08-23,2022,8,Tuesday,104990,1544656.06,5.31
2022-08-24,2022,8,Wednesday,107743,1556487.94,5.46
2022-08-25,2022,8,Thursday,109162,1605867.63,9.62
2022-08-26,2022,8,Friday,105645,1552225.14,7.14
2022-08-27,2022,8,Saturday,102901,1505834.88,9.66
2022-08-28,2022,8,Sunday,87182,1420833.59,6.05
2022-08-29,2022,8,Monday,91284,1399371.57,7.19
2022-08-30,2022,8,Tuesday,104895,1527375.77,4.33
2022-08-31,2022,8,Wednesday,105715,1617846.04,7.37
2022-09-01,2022,9,Thursday,107000,1644854.29,9.19
2022-09-02,2022,9,Friday,103053,1581533.49,12.31
2022-09-03,2022,9,Saturday,96482,1437713.18,11.94
2022-09-04,2022,9,Sunday,88100,1386435.53,7.82
2022-09-05,2022,9,Monday,80422,1379550.07,11.17
2022-09-06,2022,9,Tuesday,102286,1603311.0,10.29
2022-09-07,2022,9,Wednesday,118957,1789711.5,4.73
2022-09-08,2022,9,Thursday,124699,1944805.91,4.75
2022-09-09,2022,9,Friday,124780,1931054.11,8.66
2022-09-10,2022,9,Saturday,117158,1800554.5,20.7
2022-09-11,2022,9,Sunday,100740,1614082.88,17.43
2022-09-12,2022,9,Monday,110531,1734544.65,12.77
2022-09-13,2022,9,Tuesday,121598,1858136.16,6.1
2022-09-14,2022,9,Wednesday,123789,1907827.23,4.87
2022-09-15,2022,9,Thursday,127540,1991819.23,3.92
2022-09-16,2022,9,Friday,125131,1940848.12,6.08
2022-09-17,2022,9,Saturday,60024,891069.5,11.54
2022-09-18,2022,9,Sunday,5494,110544.05,4.67
2022-09-19,2022,9,Monday,105220,1686872.42,6.36
2022-09-20,2022,9,Tuesday,106285,1759107.53,8.38
2022-09-21,2022,9,Wednesday,102795,1787629.69,11.86
2022-09-22,2022,9,Thursday,108945,1795781.73,12.62
2022-09-23,2022,9,Friday,118746,1896426.02,7.87
2022-09-24,2022,9,Saturday,116904,1918455.51,7.75
2022-09-25,2022,9,Sunday,98536,1558295.6,14.07
2022-09-26,2022,9,Monday,96543,1477047.03,5.21
2022-09-27,2022,9,Tuesday,112905,1644384.58,8.57
2022-09-28,2022,9,Wednesday,122438,1816865.86,9.77
2022-09-29,2022,9,Thursday,126667,1942019.53,8.78
2022-09-30,2022,9,Friday,123579,1881198.71,6.63
2022-10-01,2022,10,Saturday,117471,1674956.45,10.47
2022-10-02,2022,10,Sunday,93948,1499688.59,6.23
2022-10-03,2022,10,Monday,108322,1605603.65,8.75
2022-10-04,2022,10,Tuesday,109542,1587803.63,9.24
2022-10-05,2022,10,Wednesday,114438,1596975.65,9.58
2022-10-06,2022,10,Thursday,123535,1964724.71,10.05
2022-10-07,2022,10,Friday,124661,1963654.6,7.37
2022-10-08,2022,10,Saturday,121832,1824855.05,8.27
2022-10-09,2022,10,Sunday,97572,1632926.39,6.83
2022-10-10,2022,10,Monday,94395,1528769.49,9.27
2022-10-11,2022,10,Tuesday,118989,1802860.24,4.02
2022-10-12,2022,10,Wednesday,124612,1901388.32,4.73
2022-10-13,2022,10,Thursday,128363,1980971.34,9.41
2022-10-14,2022,10,Friday,127000,1978518.37,9.25
2022-10-15,2022,10,Saturday,126541,1896219.23,5.76
2022-10-16,2022,10,Sunday,107941,1726347.22,12.81
2022-10-17,2022,10,Monday,111464,1701902.59,9.02
2022-10-18,2022,10,Tuesday,124178,1862606.85,6.32
2022-10-19,2022,10,Wednesday,129354,1971680.17,8.89
2022-10-20,2022,10,Thursday,131817,2035919.05,9.98
2022-10-21,2022,10,Friday,128438,2001778.11,6.07
2022-10-22,2022,10,Saturday,127143,1871552.83,5.9
2022-10-23,2022,10,Sunday,104729,1670580.65,10.25
2022-10-24,2022,10,Monday,110823,1664212.27,8.29
2022-10-25,2022,10,Tuesday,122376,1820811.08,8.24
2022-10-26,2022,10,Wednesday,128211,1967623.56,5.47
2022-10-27,2022,10,Thursday,131918,2075525.96,8.61
2022-10-28,2022,10,Friday,131042,1999888.33,9.69
2022-10-29,2022,10,Saturday,126582,1874415.35,4.89
2022-10-30,2022,10,Sunday,107175,1687453.15,4.06
2022-10-31,2022,10,Monday,100889,1504571.28,9.69
2022-11-01,2022,11,Tuesday,119756,1795445.14,6.34
2022-11-02,2022,11,Wednesday,125362,1856376.58,9.29
2022-11-03,2022,11,Thursday,130568,1989166.38,6.34
2022-11-04,2022,11,Friday,129721,1937307.98,10.76
2022-11-05,2022,11,Saturday,129234,1872801.3,8.61
2022-11-06,2022,11,Sunday,103180,1635989.33,6.56
2022-11-07,2022,11,Monday,111345,1724916.68,3.9
2022-11-08,2022,11,Tuesday,120381,1721744.18,5.4
2022-11-09,2022,11,Wednesday,127962,1903272.18,8.3
2022-11-10,2022,11,Thursday,131947,2040710.63,4.63
2022-11-11,2022,11,Friday,116425,1815303.66,6.18
2022-11-12,2022,11,Saturday,129264,1867347.2,5.56
2022-11-13,2022,11,Sunday,112608,1784711.87,6.19
2022-11-14,2022,11,Monday,81930,1282621.5,10.92
2022-11-15,2022,11,Tuesday,90976,1391473.76,6.86
2022-11-16,2022,11,Wednesday,92736,1429088.4,17.29
2022-11-17,2022,11,Thursday,95437,1505585.55,6.91
2022-11-18,2022,11,Friday,95460,1455509.06,9.37
2022-11-19,2022,11,Saturday,94552,1402057.31,10.18
2022-11-20,2022,11,Sunday,80905,1248126.83,8.68
2022-11-21,2022,11,Monday,107629,1585506.53,6.16
2022-11-22,2022,11,Tuesday,113721,1707777.64,6.88
2022-11-23,2022,11,Wednesday,105038,1552187.57,10.05
2022-11-24,2022,11,Thursday,68971,991561.82,7.96
2022-11-25,2022,11,Friday,85730,1206765.59,8.65
2022-11-26,2022,11,Saturday,98495,1504573.51,5.37
2022-11-27,2022,11,Sunday,89427,1458045.11,14.38
2022-11-28,2022,11,Monday,105912,1694677.07,5.98
2022-11-29,2022,11,Tuesday,118548,1783611.39,6.23
2022-11-30,2022,11,Wednesday,116800,1796994.81,12.95
2022-12-01,2022,12,Thursday,129885,2047750.54,4.04
2022-12-02,2022,12,Friday,129055,1947980.45,8.9
2022-12-03,2022,12,Saturday,128059,1856668.49,8.13
2022-12-04,2022,12,Sunday,110490,1784495.86,7.25
2022-12-05,2022,12,Monday,112968,1755099.44,7.1
2022-12-06,2022,12,Tuesday,119346,1880266.41,7.07
2022-12-07,2022,12,Wednesday,124933,1990703.21,6.37
2022-12-08,2022,12,Thursday,133339,2167846.58,8.02
2022-12-09,2022,12,Friday,134535,2096395.69,5.34
2022-12-10,2022,12,Saturday,128511,1927261.11,4.6
2022-12-11,2022,12,Sunday,106418,1699844.35,4.17
2022-12-12,2022,12,Monday,111972,1712143.44,4.33
2022-12-13,2022,12,Tuesday,123602,1861624.82,6.68
2022-12-14,2022,12,Wednesday,128762,1956302.92,6.85
2022-12-15,2022,12,Thursday,130413,2035114.92,3.56
2022-12-16,2022,12,Friday,126958,1970203.65,5.03
2022-12-17,2022,12,Saturday,124557,1891227.05,3.86
2022-12-18,2022,12,Sunday,101803,1643698.45,4.9
2022-12-19,2022,12,Monday,111377,2124687.4,8.34
2022-12-20,2022,12,Tuesday,115981,2230318.42,3.44
2022-12-21,2022,12,Wednesday,113666,2245864.52,7.67
2022-12-22,2022,12,Thursday,102935,2042244.76,3.72
2022-12-23,2022,12,Friday,94994,1777053.05,3.52
2022-12-24,2022,12,Saturday,74987,1342110.07,3.79
2022-12-25,2022,12,Sunday,49689,1031778.2,4.21
2022-12-26,2022,12,Monday,67113,1433914.1,4.18
2022-12-27,2022,12,Tuesday,86024,1819195.11,4.28
2022-12-28,2022,12,Wednesday,88729,1849489.8,4.24
2022-12-29,2022,12,Thursday,93222,1939500.53,4.63
2022-12-30,2022,12,Friday,92073,1933483.09,3.99
